omg,produktnamn,correctRow,utd13,utd12,utd11,utd10
202040,Stryktipset,X11X121X1X112,69288,1162,84,27
202039,Stryktipset,X22XX22X2X21X,1500000,12037,710,175
202038,Stryktipset,211111XX12XX1,272727,1223,76,21
202037,Stryktipset,112211222X211,468750,3281,207,57
202036,Stryktipset,2122222211X12,34687,515,38,0
202035,Stryktipset,X12111112X1XX,4333333,14604,761,183
202034,Stryktipset,X121X2X222111,500000,3346,196,49
202033,Stryktipset,2X111222XXXX1,10000000,56540,2039,416
202032,Stryktipset,11222XX12212X,2000000,6436,311,70
202031,Stryktipset,1X11X2X2XX2X2,10000000,16665,859,199
202030,Stryktipset,211211X2X1212,160714,1642,108,30
202029,Stryktipset,1212211112212,20429,388,33,0
202028,Stryktipset,X21X22X211112,2000000,12058,604,138
202027,Stryktipset,1121221X121XX,2948,72,0,0
202026,Stryktipset,XX121222221X1,184216,2371,148,41
202025,Stryktipset,1221XXXX22X12,2669162,15279,880,224
202011,Stryktipset,1212111211111,1113,22,0,0
202010,Stryktipset,1112XX2X12121,266666,2122,131,36
202009,Stryktipset,X1X1X1X2XX11X,4305737,28968,1252,246
202008,Stryktipset,2111XX21X1111,8319,167,16,0
202007,Stryktipset,212X22X12X221,1613884,14258,899,229
202006,Stryktipset,X12112X121212,6486,141,0,0
202005,Stryktipset,1X12X2XX11X2X,333333,2846,178,50
202004,Stryktipset,X2XX22X2112X1,1705834,18408,919,186
202003,Stryktipset,XX1X2X1X1X112,3250000,59925,3168,589
202002,Stryktipset,21112X2XX22XX,667558,7171,380,88
202001,Stryktipset,X111X1212X2X1,172490,2581,155,40
201952,Stryktipset,22X1X22112122,105691,892,60,18
201951,Stryktipset,1222121X1X112,313044,2116,139,40
201950,Stryktipset,12X12122X2X1X,10000000,71999,2739,530
201949,Stryktipset,221X112111211,39288,552,38,0
201948,Stryktipset,21121XX221112,543478,1580,81,21
201947,Stryktipset,1X2222221X112,648589,3608,172,38
201946,Stryktipset,2211X1111111X,1596,22,0,0
201945,Stryktipset,X112122X11X12,35101,366,30,0
201944,Stryktipset,2X11122111122,35369,344,23,0
201943,Stryktipset,1XX21XX111112,344368,2115,117,31
201942,Stryktipset,1X1X1X2122111,38498,396,30,0
201941,Stryktipset,2X1112XXX1221,3629,45,0,0
201940,Stryktipset,112X211111111,32794,517,35,0
201939,Stryktipset,XX11112121X2X,289473,2529,131,33
201938,Stryktipset,112XX112X122X,135815,2044,121,33
201937,Stryktipset,11212X221X111,2937829,6025,252,58
201936,Stryktipset,1212X11222X11,6371,97,0,0
201935,Stryktipset,2X111X112X221,132743,924,61,18
201934,Stryktipset,21222X22X2X11,7500000,21163,842,166
201933,Stryktipset,X221X11X11112,51369,393,31,0
201932,Stryktipset,1X1X22X1X1XX1,396871,4293,221,55
201931,Stryktipset,X221122122112,10000000,28970,1798,449
201930,Stryktipset,122211X21XX2X,101674,1262,79,23
201929,Stryktipset,112211X11X112,230403,2157,128,32
201928,Stryktipset,1X12111X1X122,69706,632,45,0
201927,Stryktipset,1XX12X2X22111,64889,556,35,0
201926,Stryktipset,X1X121X112XX2,731110,8497,558,152
201925,Stryktipset,X11211211112X,7226,130,0,0
201924,Stryktipset,121X1212X1XX2,95694,707,49,16
201923,Stryktipset,1212221X11XX1,23891,251,18,0
201922,Stryktipset,222XX2X1X21X2,683784,5752,278,64
201921,Stryktipset,2X11X1222X222,553323,4392,279,70
201920,Stryktipset,1X11211211212,1014,27,0,0
201919,Stryktipset,212X2X122X2X1,1896705,9232,402,82
201918,Stryktipset,22111111X1212,31006,463,34,0
201917,Stryktipset,XX1X2X211X2X2,583333,5253,364,101
201916,Stryktipset,22XX12X122221,154926,1467,82,21
201915,Stryktipset,121111211111X,126126,892,59,18
201914,Stryktipset,122212212XX11,465242,4081,269,78
201913,Stryktipset,121112112112X,55555,422,30,0
201912,Stryktipset,1111212112221,4001,42,0,0
201911,Stryktipset,21X2112XX121X,14548,253,21,0
201910,Stryktipset,112111211X2X1,615255,3734,215,54
201909,Stryktipset,121211112X11X,5447,78,0,0
201908,Stryktipset,X12X2121111XX,50654,505,40,0
201907,Stryktipset,22X12X1X211X2,5685,118,0,0
201906,Stryktipset,12X2122112XX1,64711,868,56,17
201905,Stryktipset,12XX112111X21,305885,4207,218,56
201904,Stryktipset,112XXX1X11212,2163582,10141,445,97
201903,Stryktipset,111111XXX2211,505152,3574,244,67
201902,Stryktipset,121X22211X1X1,534992,2184,127,34
201901,Stryktipset,2211X1X111121,26388,423,31,0
201852,Stryktipset,12112XX12XX1X,8548763,35520,1694,374
201851,Stryktipset,22212X22X2222,10000000,46380,1776,287
201850,Stryktipset,112112XX21111,6402,128,0,0
201849,Stryktipset,11121111X22X2,66650,978,61,18
201848,Stryktipset,X11212121X12X,195982,2345,143,38
201847,Stryktipset,1X11X2221X2X2,75815,633,45,15
201846,Stryktipset,2X21122111112,1754,46,0,0
201845,Stryktipset,2XX1XXX22211X,1284716,9460,449,103
201844,Stryktipset,X211111X12X11,46330,407,33,0
201843,Stryktipset,121X1121111X2,5329,107,0,0
201842,Stryktipset,X12221222121X,5293009,44763,2218,490
201841,Stryktipset,1X111X2111221,107698,331,18,0
201840,Stryktipset,1X2212212212X,781714,6081,404,112
201839,Stryktipset,X112121XXX21X,23857,386,30,0
201838,Stryktipset,12X11X2X2X122,338625,2482,149,39
201837,Stryktipset,211212X111X12,2433,45,0,0
201836,Stryktipset,121211X2XX111,11573,207,18,0
201835,Stryktipset,1X12X2X221111,106026,1520,96,27
201834,Stryktipset,1X1X2X2221111,378378,2327,127,33
201833,Stryktipset,1111222X11211,18041,162,15,0
201832,Stryktipset,1221X1X211222,50528,370,25,0
201831,Stryktipset,111XX1XXX1221,10000000,11868,404,84
201830,Stryktipset,112122211XX12,179520,984,54,15
201829,Stryktipset,221211X11X111,7512,125,0,0
201828,Stryktipset,2XX11X1112121,629754,6004,411,109
201827,Stryktipset,2112X1112X211,6562,135,0,0
201826,Stryktipset,11XX211121222,115129,2104,116,31
201825,Stryktipset,X2X11XX22X1X2,909090,6836,495,143
201824,Stryktipset,122222X12X122,10000000,19082,842,163
201823,Stryktipset,X1X21X11XX111,269344,2816,145,37
201822,Stryktipset,X1X1211211111,93020,1174,68,20
201821,Stryktipset,1X112211X1XX2,501436,2894,190,53
201820,Stryktipset,1212XXX21XX21,10000000,42458,2307,502
201819,Stryktipset,21211122111X2,17112,365,31,0
201818,Stryktipset,X1211121111X2,236167,3352,209,56
201817,Stryktipset,2X1221X111221,265306,2181,151,43
201816,Stryktipset,1X121X221X122,650000,4311,257,67
201815,Stryktipset,21111X12X12X1,23941,233,21,0
201814,Stryktipset,2XX222X11112X,152101,1166,76,22
201813,Stryktipset,2211X211X2111,1362,28,0,0
201812,Stryktipset,21X2XX111211X,780879,8332,425,101
201811,Stryktipset,1121211X121X2,143799,1245,80,23
201810,Stryktipset,11X12211X121X,7282,153,16,0
201809,Stryktipset,1XX11122212X1,123456,972,59,18
201808,Stryktipset,1X1X121X22X2X,2834022,19782,948,209
201807,Stryktipset,212211X1X2221,13879,277,26,0
201806,Stryktipset,11X11XXXXX121,225489,2083,141,41
201805,Stryktipset,111X121211122,9849,183,17,0
201804,Stryktipset,2X12X1112X212,842255,12633,770,204
201803,Stryktipset,112X11XX22221,67567,721,53,17
201802,Stryktipset,1X12XX1X2212X,3250000,11660,606,141
201801,Stryktipset,X2122X221121X,235802,3417,264,82
201752,Stryktipset,X11X1X211X222,1300000,8784,525,138
201751,Stryktipset,X121X1X2X11X2,617890,6591,398,100
201750,Stryktipset,11X1222111111,53719,416,30,0
201749,Stryktipset,21X111X21112X,142857,1240,82,24
201748,Stryktipset,22111XX1111X2,90277,886,61,19
201747,Stryktipset,X112XX1122XX1,272426,1706,104,28
201746,Stryktipset,111X2121X22XX,8496,128,0,0
201745,Stryktipset,X22X122121XXX,1264461,13171,668,155
201744,Stryktipset,2122221121211,1226110,15412,1047,271
201743,Stryktipset,21X122122X222,88549,1517,111,35
201742,Stryktipset,1112212X21212,400573,4128,211,49
201741,Stryktipset,1X1111X1X1X11,155169,960,52,15
201740,Stryktipset,12222X1121122,580,18,0,0
201739,Stryktipset,2X11X112X21XX,159478,1485,105,32
201738,Stryktipset,2X11222XX1XX2,21957,412,34,0
201737,Stryktipset,XXX12X21X1121,539032,5574,354,87
201736,Stryktipset,X112222X11211,53191,615,42,0
201735,Stryktipset,112X111112112,271701,3871,239,66
201734,Stryktipset,12X1X1X1X211X,2800000,14542,810,193
201733,Stryktipset,2211111211121,777777,5739,403,105
201732,Stryktipset,2221X112XX1X2,2780075,28176,1069,194
201731,Stryktipset,1XX212X11111X,1063342,16111,976,236
201730,Stryktipset,2122X12121X11,2102681,21902,974,214
201729,Stryktipset,X1X21212X21X1,86754,710,48,15
201728,Stryktipset,11X2X111X1111,15202,277,25,0
201727,Stryktipset,1212X1121222X,132705,1493,92,26
201726,Stryktipset,2X122XX211X21,891902,12083,743,188
201725,Stryktipset,X1212112121XX,26690,223,18,0
201724,Stryktipset,11111XX11X111,4193,99,0,0
201723,Stryktipset,X2X2111XX22X1,498477,3616,215,57
201722,Stryktipset,2221111112222,27732,259,20,0
201721,Stryktipset,1121111112211,11922,104,0,0
201720,Stryktipset,121211122X11X,2274,45,0,0
201719,Stryktipset,12221211X1X21,109243,718,52,17
201718,Stryktipset,XX211X2X11212,1874427,16869,675,141
201717,Stryktipset,XX22111X2X111,166666,1137,78,24
201716,Stryktipset,1111X11211XX1,276595,1869,127,38
201715,Stryktipset,X121X12212112,31630,230,19,0
201714,Stryktipset,1X22121X1111X,28697,301,26,0
201713,Stryktipset,2211X1111X1X1,216666,889,49,0
201712,Stryktipset,1111XXX2212X2,766512,9104,449,99
201711,Stryktipset,1112X2X212112,77050,955,59,17
201710,Stryktipset,11111X1XX2X12,429643,4173,280,78
201709,Stryktipset,1111221X11211,33333,362,27,0
201708,Stryktipset,X111X11X1XX1X,70921,653,46,15
201707,Stryktipset,2X1221X21XX2X,338082,3616,193,50
201706,Stryktipset,11X12X21X212X,191124,2736,166,44
201705,Stryktipset,211211X1112X1,769399,6836,395,97
201704,Stryktipset,21112111211X2,13533,209,16,0
201703,Stryktipset,XX22X1XX11111,87962,1003,72,23
201702,Stryktipset,21122X1X21111,113484,978,72,23
201701,Stryktipset,XXX211X22X121,10000000,65466,3924,847
201652,Stryktipset,1112212112211,830,16,0,0
201652,Stryktipset,1111122XXXX21,1536852,6048,333,79
201650,Stryktipset,21X112222X122,41350,777,54,17
201649,Stryktipset,11X11111X111X,77391,718,54,18
201648,Stryktipset,X1111121X1X11,20787,263,24,0
201647,Stryktipset,1XX1112111212,170981,712,38,0
201646,Stryktipset,12XX211211XX1,1111111,9892,558,141
201645,Stryktipset,111X2X21121XX,49221,874,65,19
201644,Stryktipset,121XX12X12X22,2400201,16668,712,140
201643,Stryktipset,X1X12X1211121,102295,1104,66,19
201642,Stryktipset,X121X11211122,1166007,7109,328,67
201641,Stryktipset,211X1XX2XX11X,222222,2047,137,41
201640,Stryktipset,11211X11X21X1,83858,1146,75,21
201639,Stryktipset,2XXXX121X2221,189437,1615,105,31
201638,Stryktipset,1112X22X1X112,53981,395,29,0
201637,Stryktipset,121111X22X221,65350,670,37,0
201636,Stryktipset,111X22222221X,222222,2527,168,47
201635,Stryktipset,X11X211111212,179185,1361,97,29
201634,Stryktipset,21X11X2111212,5317,68,0,0
201633,Stryktipset,X1212222X1221,4666666,16125,804,178
201632,Stryktipset,22XXX1122111X,1839110,18126,984,226
201631,Stryktipset,2111X21X1111X,6760,95,0,0
201630,Stryktipset,22X2X2121XX22,22911,390,33,0
201629,Stryktipset,2X1X2X1222121,140451,1724,95,26
201628,Stryktipset,2X121211XXXX1,676329,10656,630,152
201627,Stryktipset,221122X1121X1,549887,5573,299,70
201626,Stryktipset,1X1X11XX1X211,887069,14463,776,201
201625,Stryktipset,X1212122211X2,91487,1369,91,27
201624,Stryktipset,XX111222X12X1,10000000,27844,1439,333
201623,Stryktipset,X11XX1X12X211,871150,6607,381,93
201622,Stryktipset,11X12121X1X12,14764,275,22,0
201621,Stryktipset,XXX212X111211,262190,3443,187,46
201620,Stryktipset,X2XX111111X11,69910,910,65,21
201619,Stryktipset,1X11111XXXX12,59805,819,55,17
201618,Stryktipset,1XX112112111X,531453,1920,97,26
201617,Stryktipset,111X12112X221,89285,690,42,0
201616,Stryktipset,22X22XXX2XXXX,650082,11670,658,164
201615,Stryktipset,2X1122XX2XXX1,197238,2583,176,52
201614,Stryktipset,2111X11X112X2,228112,3075,184,49
201613,Stryktipset,X121XXX1121X2,433333,2736,147,38
201612,Stryktipset,221X111X21111,11877,191,17,0
201611,Stryktipset,X222X2X222XX1,3701022,23147,1476,333
201610,Stryktipset,112212221X211,38701,522,37,0
201609,Stryktipset,X212X121111XX,726178,5021,272,70
201608,Stryktipset,121X121222211,29552,308,24,0
201607,Stryktipset,211X211121112,11979,227,22,0
201606,Stryktipset,222X2211X2XX1,3395378,21045,939,196
201605,Stryktipset,1X12X121X2X1X,622180,6614,431,119
201604,Stryktipset,X1222122211XX,64755,1141,64,18
201603,Stryktipset,212X1X11XX12X,1357142,12475,680,150
201602,Stryktipset,X1111212X1122,664842,7269,405,100
201601,Stryktipset,122121X1X1121,39790,502,31,0
201553,Stryktipset,1X111112X1X21,200071,1185,78,24
201552,Stryktipset,XXX1111211111,14447,155,0,0
201551,Stryktipset,122222X1X1211,520854,6825,279,58
201550,Stryktipset,112XXXXX21X1X,563779,5699,291,71
201549,Stryktipset,1XX21X2222112,1670677,18426,971,204
201548,Stryktipset,2X111X1XX211X,205275,2102,127,35
201547,Stryktipset,221122X111XX2,1250000,14423,717,152
201546,Stryktipset,112212211X111,54477,755,51,16
201545,Stryktipset,1112XXX11212X,367425,2411,133,35
201544,Stryktipset,X1X21221X12X1,7226,136,0,0
201543,Stryktipset,21221X221X122,309674,2970,171,46
201542,Stryktipset,1221X11X2X1X1,104166,1056,73,22
201541,Stryktipset,X2212211X2221,43877,383,28,0
201540,Stryktipset,2X12X12211111,25037,420,34,0
201539,Stryktipset,21111XX22XXXX,264175,3652,247,71
201538,Stryktipset,212XX1121X2X1,129371,2023,136,40
201537,Stryktipset,11211X111X22X,65175,663,47,15
201536,Stryktipset,11111111222X2,15488,234,20,0
201535,Stryktipset,XX22122122121,10000000,19393,694,135
201534,Stryktipset,1XXX2X11X21X1,2600000,8105,471,113
201533,Stryktipset,21XX2X2112111,156626,1129,80,25
201532,Stryktipset,X2X1212XX112X,1285236,21661,927,201
201531,Stryktipset,11X121111X121,99421,1307,77,22
201530,Stryktipset,112X2X1X1111X,557127,3674,148,34
201529,Stryktipset,X1XX21121X122,150692,2194,128,36
201528,Stryktipset,1XX2X2221111X,10000000,16690,970,215
201527,Stryktipset,11X1211XXX1X2,596527,6100,354,94
201526,Stryktipset,2X221112211X1,128763,1052,54,15
201525,Stryktipset,2X2X1X1121XX2,1562592,7149,403,97
201524,Stryktipset,X121X21X11211,74763,497,31,0
201523,Stryktipset,21XX2121X1X22,31165,491,39,0
201522,Stryktipset,12XX1122X1121,66784,674,50,17
201521,Stryktipset,12112X1111211,43685,550,37,0
201520,Stryktipset,X21X12XXX1XX2,1579174,22488,1314,331
201519,Stryktipset,1221X121112X2,631677,5795,250,54
201518,Stryktipset,112111X11222X,2589136,16182,699,135
201517,Stryktipset,222XXX11X2X21,2914716,20819,923,199
201516,Stryktipset,X12111XXX1X1X,1951430,29667,1332,305
201515,Stryktipset,1222X122122XX,711503,6507,358,87
201514,Stryktipset,111112X2XXX2X,305601,5443,332,90
201513,Stryktipset,X2X121X1121X2,203217,3052,186,50
201512,Stryktipset,221212112122X,156261,2135,129,35
201511,Stryktipset,1X21X2X2XX2X1,590258,8918,569,153
201510,Stryktipset,1222X2X212XX2,1580117,15696,745,164
201509,Stryktipset,211111X212211,254647,2817,175,49
201508,Stryktipset,2X21X111XX121,730226,7041,345,75
201507,Stryktipset,212X2X1211X11,991207,12390,699,169
201506,Stryktipset,X22X2X2X221X2,2771704,11510,511,114
201505,Stryktipset,X211112X11X21,36639,269,23,0
201504,Stryktipset,2221X2X2X222X,10000000,185416,10423,2464
201503,Stryktipset,222222122121X,1172,29,0,0
201502,Stryktipset,11X1X11X2112X,475000,4189,279,77
201501,Stryktipset,2122XX21X1122,232107,4849,315,83
201452,Stryktipset,X2X1X12X21211,1984921,15615,701,150
201451,Stryktipset,X21111121122X,224710,1569,93,26
201450,Stryktipset,111X2X11X112X,51279,654,42,0
201449,Stryktipset,XX11X21112X22,1236589,15666,1052,256
201448,Stryktipset,X111X11X121X2,391080,6578,424,115
201447,Stryktipset,211X112XX22X2,395833,3883,226,59
201446,Stryktipset,X1212X21121X2,478707,7839,449,111
201445,Stryktipset,11X1XXX11X212,803692,7308,414,101
201444,Stryktipset,11X22X111X121,38690,308,23,0
201443,Stryktipset,1X121XXX22221,866666,4941,247,57
201442,Stryktipset,X22111221XX22,237500,2176,145,41
201441,Stryktipset,11XXXX112121X,10000000,23985,1034,212
201440,Stryktipset,21X11X21X1XXX,240598,2628,212,70
201439,Stryktipset,X11211XX221XX,14270,239,21,0
201438,Stryktipset,2XX21X2X1X122,1336798,8184,437,107
201437,Stryktipset,21X12X21X1211,784250,8835,453,100
201436,Stryktipset,21211XX21XX2X,2546956,9499,591,161
201435,Stryktipset,22X112XX1212X,10000000,43995,2650,532
201434,Stryktipset,X12X111121111,35616,254,20,0
201433,Stryktipset,2X22X2X12111X,6500000,15432,920,228
201432,Stryktipset,21X1X211X111X,165829,1949,132,37
201431,Stryktipset,2X221121XX1X1,205487,2253,128,33
201430,Stryktipset,11X2XXX21X1X1,1548939,13508,682,149
201429,Stryktipset,1X111X121111X,68479,951,62,18
201428,Stryktipset,11X2X2X1XXX1X,10000000,10193,388,81
201427,Stryktipset,X11112XX2XX1X,86040,1252,78,24
201426,Stryktipset,11221X2211122,382329,5622,441,134
201425,Stryktipset,221222112112X,281738,5531,360,102
201424,Stryktipset,1X2221X111221,749372,5040,236,57
201423,Stryktipset,X1X2221211112,43367,524,35,0
201422,Stryktipset,X11XXX21221XX,10000000,28043,1405,295
201421,Stryktipset,X211X111XXX12,95429,1181,77,23
201420,Stryktipset,XXXX212222222,1033870,10625,668,177
201419,Stryktipset,2X2112X212211,2535,54,0,0
201418,Stryktipset,21211212XX211,797052,6503,338,81
201417,Stryktipset,1X211121221X2,47078,434,29,0
201416,Stryktipset,2XX2222111212,1585507,7884,422,101
201415,Stryktipset,X11212X11XX11,39085,371,26,0
201414,Stryktipset,22122112221X1,850463,6676,422,118
201413,Stryktipset,X1111X2X2XXX2,6934616,33111,1592,366
201412,Stryktipset,21111122X1221,5202,72,0,0
201411,Stryktipset,1111X22122XX1,388888,2395,141,37
201410,Stryktipset,112X122X21211,503833,7442,535,146
201409,Stryktipset,1221111122X11,133829,1228,60,16
201408,Stryktipset,121X112121122,224612,3178,255,77
201407,Stryktipset,1212XXXX1X121,181649,2619,176,49
201406,Stryktipset,121XX2XXX21X2,6164845,44148,2218,487
201405,Stryktipset,112X1X1X11211,32456,207,17,0
201404,Stryktipset,222212111XX11,2527,34,0,0
201403,Stryktipset,11112111X1111,13829,135,0,0
201402,Stryktipset,2121112X11122,25590,226,19,0
201401,Stryktipset,111X1X22X1121,797594,3905,200,47
201352,Stryktipset,XX112112121XX,4012,100,0,0
201351,Stryktipset,1221XXXXX11X2,122451,804,58,19
201350,Stryktipset,X111X1222222X,21055,367,32,0
201349,Stryktipset,X1112X11X1X2X,5669552,22867,1168,269
201348,Stryktipset,2X11121211111,48746,542,37,0
201347,Stryktipset,12211XX221X12,147887,1232,70,20
201346,Stryktipset,1X22112212222,212887,2341,160,50
201345,Stryktipset,1XX11211X222X,356479,5826,396,109
201344,Stryktipset,211X1X212X211,79268,1054,71,21
201343,Stryktipset,121XXX1X1X122,406250,2612,153,41
201342,Stryktipset,X111X12X12XX2,351351,3015,211,59
201341,Stryktipset,X12221122XX11,10000000,15142,660,150
201340,Stryktipset,21X1112X1X111,18657,289,23,0
201339,Stryktipset,2121121111121,257225,3825,212,50
201338,Stryktipset,2212XX2X1X12X,10000000,51101,2332,463
201337,Stryktipset,22XXX12111X11,175000,1502,100,29
201336,Stryktipset,1121X11X12X11,8350,162,16,0
201335,Stryktipset,1X12X11122X11,294746,5316,378,136
201334,Stryktipset,X1XX111121XX2,500000,4485,266,68
201333,Stryktipset,2X2211112211X,916666,8617,506,121
201332,Stryktipset,1121X12X22X12,2117699,11449,576,135
201331,Stryktipset,11X2222112111,41333,353,25,0
201330,Stryktipset,2XXX1X1X11121,1462307,10390,628,170
201329,Stryktipset,1XX1X2121222X,10000000,50540,2513,510
201328,Stryktipset,21X2XX1X1X112,763817,8012,424,96
201327,Stryktipset,22X21221112X2,836899,6318,368,93
201326,Stryktipset,122X221111211,9184,105,0,0
201325,Stryktipset,2X112X11X1X22,61053,557,40,0
201324,Stryktipset,X2211211X2111,31058,479,39,0
201323,Stryktipset,121212222X121,642132,8661,520,122
201322,Stryktipset,1211121X2X212,302854,1790,79,20
201321,Stryktipset,211112X1X1X11,9442,127,0,0
201320,Stryktipset,1122X21X1XXX2,776436,3620,170,40
201319,Stryktipset,211111111222X,9134,84,0,0
201318,Stryktipset,22X12X11X2112,264439,1758,116,33
201317,Stryktipset,121X1XX112X22,809271,7621,426,105
201316,Stryktipset,2121XX1111XX1,24874,376,32,0
201315,Stryktipset,1X1XX11212212,117635,1676,109,31
201314,Stryktipset,2X2XX12111XXX,778319,5070,315,81
201313,Stryktipset,111121111X111,16596,287,25,0
201312,Stryktipset,1X21X1X22X1X2,285133,5330,312,79
201311,Stryktipset,11X2121222111,807692,10175,719,200
201310,Stryktipset,1X12111X221X2,383407,6285,342,82
201309,Stryktipset,11122X1222111,180499,2381,147,40
201308,Stryktipset,11221XX1112X2,195183,2534,157,45
201307,Stryktipset,2221X11X2111X,1362321,6810,334,76
201306,Stryktipset,1X1211111XXXX,23891,407,32,0
201305,Stryktipset,1X111X1112211,177748,2492,153,41
201304,Stryktipset,222X221122122,568888,6645,293,64
201303,Stryktipset,1121X2X2X2XX1,807692,6108,325,82
201302,Stryktipset,2XXX1211X21X2,5250000,17960,939,237
201301,Stryktipset,11X22X1XX1XX2,169136,2525,150,41
201252,Stryktipset,22121X12211X2,151561,1602,96,27
201251,Stryktipset,112X12X112111,229026,1708,120,37
201250,Stryktipset,2111XX11X2X11,181990,1348,79,23
201249,Stryktipset,1X122XXXX1122,769936,9578,561,129
201248,Stryktipset,221XX2221X221,1471678,16597,797,165
201247,Stryktipset,X1112XXX2X122,1500000,10188,526,121
201246,Stryktipset,11221121X2121,539375,5350,314,81
201245,Stryktipset,X1XX122X1212X,107156,1346,92,29
201244,Stryktipset,X12X211122121,943308,26866,1618,407
201243,Stryktipset,1XX122211X21X,1021162,10320,576,137
201242,Stryktipset,211111X22X111,54973,408,28,0
201241,Stryktipset,1211X1XXX1122,399101,5442,284,72
201240,Stryktipset,1X1X221X11122,96118,830,65,20
201239,Stryktipset,122X11X2X1X21,14683,301,28,0
201238,Stryktipset,111X2122122XX,1262646,7060,351,83
201237,Stryktipset,1111XX12111X1,4836,68,0,0
201236,Stryktipset,X12X121X21211,524876,3905,251,65
201235,Stryktipset,XX1X12111XX1X,10000000,41962,1750,378
201234,Stryktipset,121X21X11X21X,105000,781,55,18
201233,Stryktipset,1X12X11X1X1X2,1583333,10597,637,169
201232,Stryktipset,1X1211X111112,8753,163,15,0
201231,Stryktipset,X1X11111X22XX,340914,5992,356,87
201230,Stryktipset,2211XXX2XX211,1057831,13371,582,121
201229,Stryktipset,112X112121111,92528,1019,63,18
201228,Stryktipset,1X11XXX2X1212,1544911,25188,899,177
201227,Stryktipset,XX2XXX1111XX1,994628,9990,471,99
201226,Stryktipset,12121111X1222,476475,6071,324,75
201225,Stryktipset,2XX2211122221,210006,3227,180,44
201224,Stryktipset,1121212211111,97130,1297,88,26
201223,Stryktipset,21212X1XX2X11,1609476,14370,716,150
201222,Stryktipset,11X1211XX22XX,277091,3554,205,49
201221,Stryktipset,21112211X211X,1769870,20421,1101,282
201220,Stryktipset,XXX121211XX12,954020,6480,377,95
201219,Stryktipset,1111X21121X12,5856,87,0,0
201218,Stryktipset,1XX1121X22111,89937,760,48,15
201217,Stryktipset,X1XXX1112X1X2,170268,1527,90,26
201216,Stryktipset,X1X11X1122X22,2077911,14920,715,143
201215,Stryktipset,X11221X12XX1X,304680,2655,155,41
201214,Stryktipset,X21X11XX1212X,75666,966,69,22
201213,Stryktipset,X2111122XX212,2231662,17028,1031,237
201212,Stryktipset,112112X1X1121,102560,724,43,0
201211,Stryktipset,2X211X21X2XX2,455619,4320,225,57
201210,Stryktipset,1112X1111X21X,328236,3081,179,45
201209,Stryktipset,1XX11222XXX11,478905,3702,183,44
201208,Stryktipset,1X21X2X221221,1317106,10067,599,142
201207,Stryktipset,21211111111X1,5219,87,0,0
201206,Stryktipset,2121121X21221,196334,2921,198,53
201205,Stryktipset,2122X12X222X2,10000000,40877,2374,484
201204,Stryktipset,X122X1221211X,720934,9908,454,96
201203,Stryktipset,1X1212X121122,431818,5484,382,103
201202,Stryktipset,XX111X2XX2222,1632972,12035,595,128
201201,Stryktipset,12121111221XX,12332,169,0,0
201152,Stryktipset,XX21XX1121X21,798774,6052,369,91
201152,Stryktipset,1X2XXX111X21X,10000000,10171,427,94
201150,Stryktipset,X2X12221XX112,10000000,24120,987,222
201149,Stryktipset,1211112X2121X,94774,1477,94,26
201148,Stryktipset,11X1211112212,229937,2274,118,28
201147,Stryktipset,X21122X2X1XXX,1348705,21989,1078,229
201146,Stryktipset,112X1XX2X2211,118286,1509,99,29
201145,Stryktipset,11122X2XX2X12,20000000,41280,2426,571
201144,Stryktipset,1112X12111221,27606,329,20,0
201143,Stryktipset,1XX12111XXX21,125728,1755,115,34
201142,Stryktipset,221212212111X,294720,3064,168,42
201141,Stryktipset,11X122X22X1X1,503102,5717,313,80
201140,Stryktipset,X1XXX1121X221,489766,2540,150,40
201139,Stryktipset,211X21XX11111,3596,49,0,0
201138,Stryktipset,1111X2X1XX111,2258,55,0,0
201137,Stryktipset,X2112X21X1111,76554,1179,71,21
201136,Stryktipset,1X1122XX22221,159982,1954,118,31
201135,Stryktipset,X2X11XX11X211,79928,1066,72,23
201134,Stryktipset,21XXX11X121XX,763948,5945,359,93
201133,Stryktipset,112XXXX1XXX22,10000000,48653,1633,302
201132,Stryktipset,212XX21X12221,893877,11362,622,147
201131,Stryktipset,X12112X1XX1X1,314282,4225,330,99
201130,Stryktipset,1112X21211121,309281,1489,86,24
201129,Stryktipset,X11111111X111,14002,152,0,0
201128,Stryktipset,112212X111221,49101,634,41,0
201127,Stryktipset,2X11X11121XX1,928972,11805,733,191
201126,Stryktipset,212111X111X11,37973,523,35,0
